,spam,sms,sms_transform
245,0,Too late. I said i have the website. I didn't i have or dont have the slippers,late said websit dont slipper
246,0,I asked you to call him now ok,ask call ok
247,0,Kallis wont bat in 2nd innings.,kalli wont bat 2nd inning
248,0,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,didnt work oh ok goodnight fix readi time wake dearli miss good night sleep
249,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066 tnc
250,0,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak 5min hold
251,0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da
252,0,What you doing?how are you?,
253,0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",up 3day also ship compani take 2wk way usp take week get lag may bribe nipost get stuff
254,0,"I'm back, lemme know when you're ready",back lem know readi
255,0,Don't necessarily expect it to be done before you get back though because I'm just now headin out,necessarili expect done get back though headin
256,0,Mmm so yummy babe ... Nice jolt to the suzy,mmm yummi babe nice jolt suzi
257,0,Where are you lover ? I need you ...,lover need
258,1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,tri contact repli offer video handset 750 anytim network min unlimit text camcord repli call 08000930705
259,0,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,park next mini come today think
260,0,Yup,yup
261,0,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,anyway go shop co si done yet dun disturb u liao
262,0,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,luton 0125698789 ring ur around h
263,1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey realli horni want chat see nake text hot 69698 text charg 150pm unsubscrib text stop 69698
264,0,Why you Dint come with us.,dint come us
265,0,Same. Wana plan a trip sometme then,wana plan trip sometm
266,0,"Not sure yet, still trying to get a hold of him",sure yet still tri get hold
267,1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ur rington servic chang 25 free credit go choos content stop txt club stop 87070 club4 po box1146 mk45 2wt
268,0,The evo. I just had to download flash. Jealous?,evo download flash jealou
269,1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,rington club get uk singl chart mobil week choos top qualiti rington messag free charg
270,0,"Come to mu, we're sorting out our narcotics situation",come mu sort narcot situat
271,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay
272,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonu special 500 pound genuin hmv voucher answer 4 easi question play send hmv 86688 info
273,0,"Usf I guess, might as well take 1 car",usf guess might well take 1 car
274,0,No objection. My bf not coming.,object bf come
275,0,Thanx...,thanx
276,0,Tell rob to mack his gf in the theater,tell rob mack gf theater
277,0,"Awesome, I'll see you in a bit",awesom see bit
278,0,Just sent it. So what type of food do you like?,sent type food like
279,0,All done? All handed in? Celebrations in full swing yet?,done hand celebr full swing yet
280,0,You got called a tool?,got call tool
281,0,\Wen u miss someone,u miss someon
282,0,Ok. I asked for money how far,ask money far
283,0,Okie...,oki
284,0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",yeah think usual guy still pass last night get ahold anybodi let know throw
285,0,"K, I might come by tonight then if my class lets out early",k might come tonight class let earli
286,0,Ok..,ok
287,0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi babi im cruisin girl friend r u 2 give call hour home that alright fone fone love jenni xxx
288,0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",life mean lot love life love peopl life world call friend call world ge
289,0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",dear shall mail street shall updat look edukkukaye raksha good one real sens
290,0,Hey you told your name to gautham ah?,hey told name gautham ah
291,0,Haf u found him? I feel so stupid da v cam was working.,haf u found feel stupid da v cam work
292,0,Oops. 4 got that bit.,oop 4 got bit
293,0,Are you this much buzy,much buzi
294,0,I accidentally deleted the message. Resend please.,accident delet messag resend pleas
295,1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,custom may claim free camera phone upgrad pay go sim card loyalti call 0845 021 end c appli
296,0,Unless it's a situation where YOU GO GURL would be more appropriate,unless situat go gurl would appropri
297,0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt teas make cri end life die plz keep one rose grave say stupid miss u nice day bslvyl
298,0,I cant pick the phone right now. Pls send a message,cant pick phone right pl send messag
299,0,Need a coffee run tomo?Can't believe it's that time of week already,need coffe run tomo ca believ time week alreadi
300,0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",awesom rememb last time got somebodi high first time diesel v
301,0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",shit realli shock scari cant imagin second def night u think somewher could crash night save taxi
302,0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,oh way food fridg want go meal tonight
303,0,He is a womdarfull actor,womdarful actor
304,1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",sm ac blind date 4u rodds1 aberdeen unit kingdom check http sm blind date send hide
305,0,Yup... From what i remb... I think should be can book... ,yup remb think book
306,0,Jos ask if u wana meet up?,jo ask u wana meet
307,0,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,lol ye friendship hang thread caus u wo buy stuff
308,1,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",themob check newest select content game tone gossip babe sport keep mobil fit funki text wap 82468
309,0,Where are the garage keys? They aren't on the bookshelf,garag key bookshelf
310,0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today accept day u accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
311,1,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",think ur smart win week weekli quiz text play 85222 cs winnersclub po box 84 m26 3uz
312,0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,say give call friend got money definit buy end week
313,0,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",hi way u 2day normal way real ur uniqu hope know u 4 rest mylif hope u find wot lost
314,0,You made my day. Do have a great day too.,made day great day
315,0,K.k:)advance happy pongal.,advanc happi pongal
316,0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",hmmm guess go 4 kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
317,0,"Not really dude, have no friends i'm afraid :(",realli dude friend afraid
318,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,decemb mobil entitl updat latest colour camera mobil free call mobil updat co free 08002986906
319,0,"Coffee cake, i guess...",coffe cake guess
320,0,"Merry Christmas to you too babe, i love ya *kisses*",merri christma babe love ya kiss
321,0,Hey... Why dont we just go watch x men and have lunch... Haha ,hey dont go watch x men lunch haha
322,0,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,cud u tell ppl im gona b bit l8 co 2 buse hav gon past co full im still waitin 4 pete x
323,0,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,would great guild could meet bristol road somewher get touch weekend plan take flight good week
324,0,No problem. How are you doing?,problem
326,0,Hi da:)how is the todays class?,hi da today class
327,0,"I'd say that's a good sign but, well, you know my track record at reading women",say good sign well know track record read women
328,0,"Cool, text me when you're parked",cool text park
